Centro,Dosquebradas,Ventorrillo,Cuba,Naranjito
547077061.228,284660264.176,,275346460.894,
713741235.381,530738148.46,,687705124.904,
994059253.118,460177654.113,,123354760.701,
174895921.358,-28754432.0052,,257552268.813,
837741357.54,114705621.486,,97218842.5177,
171588209.035,263270663.244,,246042309.502,
94657747.6875,1182839471.57,,161837752.741,
584008823.605,493057167.034,,0.0,
36601404.8789,863036040.588,,237173087.852,
4339260.01723,341418215.277,,116135466.557,
57120910.7277,475438706.667,,98335608.5775,
521399288.809,278855662.281,,284412644.167,
974198114.744,136805921.621,,259324923.983,
395535390.21,419785867.739,,77152069.4476,
305851705.518,860020894.063,,144803661.572,
728210633.57,449613704.484,,44968492.9258,
877090707.817,364628233.205,,141708884.68,
335818658.89,145902940.017,,1052827746.82,
235416666.871,930629311.781,,124910417.008,
236473734.933,320112004.463,,184625686.594,
379730326.995,823865770.885,,387366371.965,
69758432.3649,731437206.527,,379316396.264,
249073175.138,106635375.012,,22386415.5926,
346120389.369,631873517.506,,179532454.228,
207161634.016,369724424.927,,277537528.942,
330136596.026,347163896.061,,37465392.9266,
808268711.259,621209357.113,,3465753.31132,
85009153.6575,340764010.903,,240361068.908,
1003865651.68,-42638866.0861,,143895825.222,
130849719.425,34254999.2333,,243688990.51,
422127080.718,505325882.494,,392212517.154,
167098813.095,269571285.843,,124461715.284,
420880453.31,733287562.452,,101945801.237,
135753863.002,241943600.182,,64907944.1389,
1544200421.44,133488063.355,,385865023.177,
828971124.407,677998828.086,,736773971.919,
374739959.362,174961129.885,,52941177.9513,
289272875.544,97126205.0598,,648913816.931,
247427511.211,0.0,,281867947.039,
397925383.866,46040103.1899,,27442378.4426,
241503544.881,331181448.177,,253138827.05,
116470365.294,671208256.028,,446865844.185,
47805857.6855,251039698.702,,7572642.24955,
65177617.449,531081129.497,,62510659.7521,
444809040.268,250541825.933,,135781931.491,
232357640.68,398291454.462,,595950570.364,
101756729.423,62419187.3963,,275888073.908,
163284001.866,561114898.64,,26170893.6954,
73039935.4774,717075708.305,,420427128.071,
139270781.867,303251183.159,,168669063.522,
96304556.7897,319585047.356,,395315979.015,
429273001.282,126375503.168,,35002725.792,
206717275.625,1076097016.26,,265828879.704,
640817900.633,103787338.216,,304101314.205,
80526683.5602,404080494.756,,501381512.964,
143632070.794,720298535.983,,3830057.41628,
276003982.302,34370455.188,,38465078.1172,
163855228.918,298685246.414,,85061788.4912,
825676280.631,568255675.08,,122542316.911,
314802576.661,262756671.751,,564760470.736,
61939953.2463,33711157.2888,,164599278.001,
879772888.269,811662929.233,,1062168232.54,
183973000.195,592869761.022,,19830183.4583,
414624037.591,309249945.452,,403616572.108,
121797046.027,28945701.6713,,370997935.526,
673392185.602,325471351.304,,224605128.64,
309179459.09,371400762.858,,212825849.252,
424574554.06,554492274.224,,405965056.472,
418711742.494,546861448.154,,59852680.7546,
382423254.992,909896973.116,,571671667.577,
875987813.667,104436659.036,,95848534.4747,
12643774.2022,58035298.7077,,168894580.155,
353490317.999,372611340.487,,133179849.26,
228753458.42,116507803.212,,182194007.17,
549450643.635,166446296.338,,174419022.687,
106635341.633,284077371.687,,175992556.971,
325577303.154,819663397.538,,52278010.486,
287021976.4,314412250.213,,232391538.766,
1000674247.8,164147588.156,,127714708.876,
368487710.244,788033948.768,,-325655.135064,
515750334.22,85890550.0826,,284845172.098,
688138394.918,553362839.556,,248798288.907,
497392171.191,42161370.7297,,451901854.542,
224914048.101,939079951.292,,243644394.775,
197783666.802,0.0,,58922175.2154,
134142357.189,149342297.441,,219862829.751,
334306074.955,431444467.058,,457247990.824,
193525250.228,549718733.744,,232950649.727,
687944337.154,443348230.082,,189354664.349,
999743684.522,286674339.191,,306623580.917,
80651961.832,395543495.636,,402088891.196,
474324853.92,473786923.046,,24480195.125,
143472675.177,670636928.157,,15582568.1226,
277885316.731,448074128.014,,470775558.564,
148852896.494,293089376.664,,381310612.823,
507106096.488,301397966.104,,36619957.7211,
31627276.7359,292502807.13,,242840139.564,
656992128.121,1412738871.43,,170589452.068,
287176551.245,698908003.408,,290033308.037,
230694236.091,462406590.908,,188535710.04,
801057424.209,163428493.914,,74395333.3019,
132222639.215,740743470.077,,376351505.218,
330890984.926,521990866.307,,453559745.428,
499813375.655,190654224.479,,559185844.218,
359835442.857,117462735.58,,521833596.436,
891034555.127,567048871.667,,65234072.095,
407263728.33,198980415.81,,129241901.3,
977991514.954,358162618.521,,143354002.598,
236156656.114,193172067.476,,74660922.1143,
688447382.063,87494923.8948,,217725674.857,
799357603.861,85831606.4565,,338850266.653,
467541838.44,209735793.528,,468722723.537,
907133201.569,645187108.554,,184046599.949,
322963239.787,110074823.312,,422221090.899,
505918411.828,552246711.34,,71087147.5385,
413702510.247,84394731.3443,,274683276.75,
534770000.775,278983996.79,,0.0,
598558525.019,243107935.942,,251553226.486,
96055631.6661,193176543.271,,346229986.502,
1037943819.07,543512919.061,,25248949.0103,
766182241.804,249094453.609,,309025097.187,
284286279.37,175875429.729,,221328500.91,
669968713.867,112051965.558,,293657386.089,
90785081.6478,346085614.915,,519002520.859,
452993835.662,804637468.219,,610132193.253,
1148475641.46,291483018.507,,507914463.363,
863513539.082,270594665.729,,358762458.816,
1272600496.63,870648813.816,,264312398.783,
555674587.189,653694292.374,,128105221.458,
397807851.372,200666945.357,,494908142.266,
597161786.867,516380690.589,,245286132.527,
515643046.487,64180807.9303,,112871462.173,
,307556543.988,,35657600.9886,
,111316652.201,,48457289.1316,
,622146056.429,,106557595.807,
,494712166.762,,631714209.827,
,54950062.2591,,123300272.59,
,25454304.2193,,590008657.74,
,99480293.6889,,21550891.4431,
,519671730.105,,201892179.098,
,1029062901.35,,93711228.1504,
,109201742.774,,170731293.507,
,213902969.926,,358926.26659,
,341983511.164,,140250252.997,
,228546770.814,,15153162.5787,
,534397621.167,,181470911.617,
,442372876.103,,156786755.788,
,151472490.305,,28900516.8547,
,572424578.357,,717873571.443,
,618491364.137,,216971449.795,
,56693739.7451,,590018116.639,
,197106386.631,,619892190.951,
,137309600.334,,12308007.5406,
,379005709.43,,137704234.362,
,282217717.955,,402637261.246,
,459710983.438,,549252793.936,
,42985723.0209,,384700829.674,
,225469381.318,,73892032.9264,
,684218002.467,,71017535.951,
,833638569.076,,9591488.80287,
,172057125.587,,3697850.70999,
,773479299.362,,124665890.99,
,718996155.516,,50076059.5098,
,324268175.973,,242489653.604,
,445309135.763,,241950406.977,
,452712965.363,,439665606.591,
,281931708.688,,,
,204811170.737,,,
,906170824.663,,,
,400088575.347,,,
,304598374.522,,,
,119232899.361,,,
,300860816.722,,,
,356622433.126,,,
,121806802.112,,,
,210352228.868,,,
,18854254.0833,,,
,392568381.846,,,
,645376901.147,,,
,22662679.0926,,,
,499472249.21,,,
,729368545.592,,,
,193666245.837,,,
,461052358.006,,,
,62112628.165,,,
,344701539.972,,,
,151380881.898,,,
,740142883.751,,,
,241363834.876,,,
,86454098.689,,,
,751552911.197,,,
,119690534.695,,,
,505752927.609,,,
,447793614.192,,,
,525652799.958,,,
,21466270.2158,,,
,321828431.253,,,
,433881567.397,,,
,228960391.893,,,
,330263007.565,,,
,617790177.626,,,
,107607262.628,,,
,72600464.0939,,,
,369423662.821,,,
,320439735.697,,,
,199852795.6,,,
,222768169.945,,,
,138913216.747,,,
,415089933.372,,,
,355145329.674,,,
,579320017.854,,,
,1038190813.3,,,
,157427499.367,,,
,190146702.295,,,
,88871447.8172,,,
,849320732.607,,,
,424449165.401,,,
,317078042.228,,,
,612220252.206,,,
,637838265.84,,,
,179360381.854,,,
,325417027.304,,,
,69833271.1459,,,
,227031538.626,,,
,347995977.831,,,
,603841363.598,,,
,105644040.996,,,
,76498274.9646,,,
,222792732.02,,,
,728278420.021,,,
,206823249.072,,,
,607411409.457,,,
,166545090.342,,,
,434841399.128,,,
,91546303.4578,,,
,165717936.114,,,
,245370277.552,,,
,636031663.15,,,
,119323467.635,,,
,250378358.561,,,
,183193950.854,,,
,141418301.072,,,
,180717593.285,,,
,901278287.245,,,
,723272604.178,,,
,132443138.923,,,
,81589242.7414,,,
,238022023.545,,,
,311579041.863,,,
,140753505.111,,,
,585229271.052,,,
,184185603.646,,,
,284605706.703,,,
,573261521.992,,,
,647719063.004,,,
,533684776.414,,,
,74659110.7886,,,
,150172360.856,,,
,261094730.958,,,
,146317073.09,,,
,98998977.1416,,,
,153718410.695,,,
,379826796.826,,,
,89910935.3762,,,
,384866061.999,,,
,97416827.9581,,,
,216064499.504,,,
,398502567.228,,,
,85592660.9377,,,
,190420245.706,,,
,276704787.182,,,
,221474823.08,,,
,294742183.226,,,
,371956852.095,,,
,597755280.38,,,
,341890938.779,,,
,310238377.161,,,
,820896107.284,,,
,447844100.608,,,
,649753403.282,,,
,609064757.232,,,
,511241098.584,,,
,386131180.172,,,
,251418809.04,,,
,194646862.809,,,
,38858509.4134,,,
,125912727.731,,,
,375308593.209,,,
,690907339.925,,,
,457366320.59,,,
,558039709.161,,,
,185610277.326,,,
,783677321.334,,,
,499200694.676,,,
,366587900.789,,,
,371026525.31,,,
,106739534.448,,,
,403114764.924,,,
,92072216.0758,,,
,200041374.222,,,
,269364575.017,,,
,804564701.734,,,
,295417940.906,,,
,452946802.582,,,
,210767852.371,,,
,566240245.198,,,
,478411108.389,,,
,420293900.163,,,
