Lunes,Martes,Miercoles,Jueves,Viernes
4.59084488373e+11,3.40914935587e+11,4.27737410526e+11,8.17323113057e+11,3.48268972912e+11
474255980.25,4.56280660147e+11,352115834.64,94258481.9291,2.80188437416e+11
4.27078500305e+11,786102751.66,3.31824066596e+11,190826332.63,4.66839841097e+11
4.73977712838e+11,3.18052299509e+11,1.72677688849e+11,1.22665615902e+11,2.03746076597e+11
4.54059355041e+11,23517632.7291,3.02987204375e+11,71450672.5406,8.19797509416e+11
568532001.19,2667819.01818,3.06923728627e+11,33322751438.0,2.10612523163e+11
3.78726569272e+11,49292453.4284,1.02465468967e+11,1445831.26599,3.26901042929e+11
1.96886164229e+11,2.25255245201e+11,4.46181970849e+11,3.88380285756e+11,2.61658942693e+11
1761937.01355,260650997.44,5.48681684754e+11,31050750.6219,38679545.7129
4.28055835609e+11,3.83215123629e+11,3.11004365448e+11,4.31968412062e+11,241939382.21
5.46761689947e+11,4.65696664818e+11,1.52136178976e+11,1.29011752729e+11,1.50736447736e+11
4.94538132294e+11,1.16588264959e+11,49418509.7672,7.99194441519e+11,348742163.08
6.46071245335e+11,1.32177457061e+11,0.0,7.16930131305e+11,140373051.12
1.87495908372e+11,17547493.1765,674868196.45,2.40725172817e+11,1.09302244262e+11
47091335.3148,162963159.06,2.93007272588e+11,4.44036886889e+11,65122183.1167
4.03026819554e+11,2.84033656831e+11,1304217767.67,2.07055444496e+11,1.32858221829e+11
5.88473336236e+11,4.63076996195e+11,2.91943181387e+11,393430887.41,1.78039712479e+11
4.98788136308e+11,3.21837357309e+11,2.03062306682e+11,3.67084910205e+11,3.54141016208e+11
2.32052792595e+11,1.10360768508e+11,69037187.3407,3.13608059323e+11,4.45556035481e+11
2.43640399371e+11,1.19167790805e+11,2.09529700733e+11,83083961.6164,1.54625637454e+11
6.80691361749e+11,3.41257328854e+11,2.15226703788e+11,327922302.25,4.77713071118e+11
4.26772665251e+11,55065977.6682,4.06293155415e+11,3.64639246722e+11,6.48422959973e+11
88406019.4697,2.10696135736e+11,4.10592741703e+11,6.11703238698e+11,3.73146800564e+11
66805163.0987,7.48573504151e+11,1.00088935693e+11,2.73025417267e+11,4.53682364617e+11
2.78115181098e+11,381503546.14,6.45726852076e+11,1.07089805168e+11,3.95337742251e+11
5.17880409869e+11,5.22898569693e+11,4.95900364833e+11,19831408.2111,218785085.77
1.97056183227e+11,5.22462020177e+11,1118509807.62,3.60085350196e+11,2.22054855993e+11
1.03811439636e+11,58835915.6634,1577644895.41,410037362.37,1.32413491971e+11
2.04889383767e+11,3.35233579505e+11,37243822.1677,5.93163517942e+11,4.09938015049e+11
47549022.7816,47559013.4803,120467499.43,38947235.5276,6477157.7403
1.59744548968e+11,1.73687495982e+11,2.02390550522e+11,4.33075438363e+11,56803765.2798
1.47506866709e+11,26652425.4783,3.01870045918e+11,5.95382183094e+11,127163961.53
2.70782466238e+11,2.06082506999e+11,5.26926057753e+11,7.37642721032e+11,45575420506.0
1.85463978391e+11,4.59185950162e+11,1.15025938467e+11,1.44355726627e+11,1.52526758208e+11
57844111.7273,6.18388044456e+11,1.95953400206e+11,2.46822256145e+11,3.77538724046e+11
1.15124064309e+11,1.90101663005e+11,96236064.3367,3.52490593065e+11,29764584.2406
3.85234141733e+11,66170305.7837,28058539.4286,2.65775392449e+11,1.85623175919e+11
38249990.5552,69833211.0906,1.21071018598e+11,2.94474853187e+11,3.76215383812e+11
1.43022076125e+11,4.37268004509e+11,7083890.22743,6.82479286806e+11,2.28415652051e+11
4.96378281716e+11,5.05136160619e+11,61150797.4061,27766195.6655,2.68087386036e+11
3.61343995792e+11,3.15472563659e+11,2.38227996188e+11,6.33846303606e+11,5.68117042763e+11
3.95945515234e+11,5.59804929177e+11,2.21835318224e+11,76014631.2666,9.11898331476e+11
3.79292685668e+11,0.0,55860203.2348,2.16441442215e+11,1813485977.29
2.18989384906e+11,1.92491621604e+11,6.86533304108e+11,81520099.8073,5.47246362989e+11
2.50555497645e+11,41177214.1876,7.06331532771e+11,2.21572304498e+11,7.67434555868e+11
4.13861320297e+11,3.02004539701e+11,3.61353802568e+11,3.09758771992e+11,5.57974544275e+11
66010167.3454,3.73651190027e+11,6.45307354441e+11,1.66268096965e+11,5.96871838919e+11
1.56062965236e+11,1.74889997656e+11,9.28888002857e+11,2.88546023507e+11,2.43341270326e+11
3.05405513383e+11,5.88254731083e+11,28047456.0555,35500840.2475,1.91911278119e+11
2.32124440154e+11,1079495225.34,37100503.7835,13741279.9679,533910803.46
6.96711948126e+11,5.28565070728e+11,2.75587878875e+11,3.76071161262e+11,3.13249464354e+11
9.11011253119e+11,26381333.4146,3.33337505238e+11,1.24065195118e+11,23150785.5716
2.29768749126e+11,2.80405593313e+11,1.49615947036e+11,4.02799390622e+11,4.02799390622e+11
3.48112158381e+11,69096002.2006,2.59342114758e+11,2.88775130416e+11,3.40233490083e+11
1028353820.5,3.97155705954e+11,324842355.23,1.23288202595e+11,25948611133.0
1.08246467484e+11,1.04506103823e+11,66222478.3366,7.30710463116e+11,96166024.4315
1.37747744261e+11,1.38698436963e+11,82030654.1003,4.46472705488e+11,108748626.34
8.27151454875e+11,2.08980467035e+11,47810024.9657,1.11405444712e+11,1.02442770206e+11
4.76680541793e+11,5.72825536915e+11,6.08357583119e+11,4.96446107734e+11,34901514.0281
8.44272843121e+11,76703903037.0,3.73303756959e+11,5.88072072768e+11,4.45701457136e+11
2.88979062206e+11,2.84300700869e+11,2.00710204562e+11,1.73346305788e+11,4.47138401092e+11
26599526.6079,5.08072895011e+11,6.85251489865e+11,6.53182855456e+11,1.19710424808e+11
4.37222165858e+11,4.64252328304e+11,91512150.1265,2.33634250482e+11,71824934.7765
2.88295978111e+11,4.75445079999e+11,2.66840270962e+11,3.18267163431e+11,3.07186727287e+11
1.66121398253e+11,4.75829204914e+11,4.19413206956e+11,4.46120040286e+11,8512512.41156
2.13657524801e+11,4.06577279433e+11,4.11890035746e+11,5.05149552993e+11,1.45793080151e+11
4.06710494359e+11,2.66493514281e+11,5.26710298889e+11,1.93500734696e+11,1.29081449185e+11
5.38204909773e+11,3.23474444193e+11,3.96549867144e+11,3.05881489925e+11,4.12932291423e+11
3.64461184645e+11,4.62007985839e+11,4.16100659933e+11,2.50317215682e+11,3.06997382454e+11
2.33468776199e+11,9.06498742914e+11,2.47750816076e+11,83197285.4724,2.29679844617e+11
666546816.65,3.06572102382e+11,4.43104326834e+11,3.36325218917e+11,5.20002676648e+11
2.68535732789e+11,2.79479805411e+11,4.12885860656e+11,7.41886531907e+11,8.22379431347e+11
17030670.2895,1024021350.1,3737490.50265,72690405.6235,1.77074770533e+11
3.35673062719e+11,45304709.9205,4.80432641107e+11,1.91718782339e+11,1872710.01608
94761280.4806,6.24326380693e+11,8.75085336629e+11,3.91572384561e+11,6.79341187285e+11
598807583.67,4.01982327672e+11,1.31545103886e+11,40267642.4932,7.54873884747e+11
3.25123056838e+11,5.94940918359e+11,4.95041964454e+11,2.47218997094e+11,2.37020129253e+11
1.67532605429e+11,1251136742.96,1.86248941135e+11,1356437175.94,40873411.1501
4.63989496994e+11,1540974622.6,2.35128083854e+11,6.18583696208e+11,3.75736857066e+11
1.69089483692e+11,16891791.9652,2.78974415828e+11,6.05666475964e+11,3.65621644861e+11
1.37091488893e+11,2.46841896941e+11,3.84519133587e+11,574872035.95,6.42442699204e+11
1034474663.59,4.83140542224e+11,7.06180734937e+11,3.45911712462e+11,100856581.2
2108276256.21,2.44557663565e+11,1.46748855147e+11,1.11810444762e+11,2.55345179411e+11
5.07077744111e+11,4.14480055044e+11,6.04325722509e+11,1.78285066499e+11,2.83699623545e+11
41295670.1518,4.53822858415e+11,1.51557861611e+11,3.94678117468e+11,3.36240388536e+11
1.83674353792e+11,5.92823215427e+11,95735017.5343,2.47022902468e+11,2.25962779719e+11
6.66653442575e+11,8.16906734693e+11,90122975.9609,8.18438629825e+11,220631762.53
1639817263.65,3.05222415988e+11,3.09974214076e+11,266274268.73,5.59424876461e+11
4.84709640003e+11,9.54349714741e+11,4.51083136941e+11,9.27380196162e+11,3.38621065109e+11
8.30442115057e+11,1198514107.21,4.17239774678e+11,2.87680864473e+11,552341267.32
1.13109609777e+11,502144723.46,3.90598911021e+11,56090715742.0,3.16178017595e+11
1267524376.76,6.89837336162e+11,5.84337690193e+11,4.28782906396e+11,4.31730386429e+11
1003653645.66,1.22023621058e+11,71785300.9069,3.24956106978e+11,2.03468070281e+11
1867519972.32,6.50018177698e+11,478063611.19,2.08491293119e+11,2.00860512018e+11
74280810.8769,6.97213613882e+11,1.18194230169e+11,749729409.01,5.60314453618e+11
4.77968349574e+11,9.24818056276e+11,5.33759580717e+11,7.61714683631e+11,83610387.8649
672035077.57,21514372.0037,1022155953.16,4.53531251875e+11,6.55291169605e+11
2.91479933815e+11,1090275947.45,1.36291220901e+11,21082924.9054,85661130.4321
24259120.1975,1.93817132324e+11,2.42608152505e+11,3.84048226951e+11,64460853.7974
290700370.38,5.91515142004e+11,6.04621931501e+11,7.68337457912e+11,93911666.4762
512306426.65,2.67405448974e+11,5.12572372024e+11,9.85230036847e+11,2.50019134828e+11
8.00185833832e+11,1665614736.49,2.95363820848e+11,5.46269372379e+11,1.36966400497e+11
1.82790148494e+11,1.01842427912e+11,9.63604118342e+11,4.26753074267e+11,4.15060598271e+11
6.86106090372e+11,1211956364.43,1023318397.42,127656247.02,4.28440426231e+11
1.58087637496e+11,1402434595.13,39729241.8158,2.63875193235e+11,6.97840811345e+11
9.74087088136e+11,4.48840718908e+11,7.41356249113e+11,5.43483659623e+11,765689189.91
2.93858128567e+11,1.20434648035e+11,2.37675141753e+11,1313574748.14,9.07246008566e+11
6.59864146023e+11,98963275.5653,8.27824780535e+11,5.52704075366e+11,1.13820964455e+11
1125786665.51,4.64027632578e+11,309681208.36,96540958.3477,1.89121027468e+11
172530269.46,6.27013815178e+11,7.25558157243e+11,1.15514261673e+11,6.58831042207e+11
5.56581954924e+11,3.59123287443e+11,87839383.5714,1180506967.85,1.04532341478e+11
88076213.3488,6.60407246093e+11,5.78842071183e+11,17844920.1993,4.62012342839e+11
2.75276990569e+11,1.01802507466e+11,1.66068808063e+11,4.03047959834e+11,605258696.43
3.15767876313e+11,7.34308196052e+11,4.31306454665e+11,1077779318.12,1352362589.93
5.81366621641e+11,6.45508384097e+11,4.08469134053e+11,4.04552607795e+11,43992810.1827
849934959.31,5.27513612071e+11,122323860.93,1.64051563167e+11,3.08295222359e+11
1295805377.71,5.20457421181e+11,1.96386297173e+11,2.36806298663e+11,1.81950647361e+11
3.92187728601e+11,2.37923171969e+11,4.20050103786e+11,1201019124.97,1703940704.75
6.66639925132e+11,5.31171057274e+11,7.18140879852e+11,93697290.6771,4.65868718289e+11
4.51203145203e+11,5.66365767547e+11,1064831678.66,1096733088.04,95452828.9983
8.09294529011e+11,8.59681253376e+11,5.82487450534e+11,4.11364475704e+11,1510253631.52
4.65376562797e+11,56436911.2114,6.86946344564e+11,1535152317.21,7.00778804691e+11
8.42260134574e+11,1.74638210242e+11,3.48527540345e+11,1085417643.09,6.98083013345e+11
8.45318508238e+11,1141945988.38,6.58003308992e+11,9.09155403383e+11,6.28431122881e+11
1189829923.86,9.18487361816e+11,0.0,3.40779599491e+11,198807119.41
7.42117383648e+11,1099203881.38,401960573.17,342447900.11,6.11350765215e+11
4.87764075653e+11,5.85575018234e+11,4.77365905742e+11,7.00961975151e+11,2.88691172857e+11
1176556344.29,8.51657728432e+11,1327932366.17,1217718575.14,7.18061873029e+11
6.72678307314e+11,2.54543654698e+11,608860689.64,1216741084.72,666153194.31
3.95917445823e+11,1413048999.34,701986112.71,1.60577024361e+11,93592120.4231
362699790.33,1124178818.93,2.62930367453e+11,5.45844856601e+11,9.20629068291e+11
9.04276066196e+11,690455221.44,6.52843767208e+11,4.39169255965e+11,3.77053451702e+11
5.12043207386e+11,3.57289372828e+11,1.46134482488e+11,257081144.08,2.27826696116e+11
3.42985260592e+11,5.32545666104e+11,5.92790449954e+11,2.44734003697e+11,5.94312537262e+11
1251459592.14,5.33589978306e+11,4.51246513663e+11,4.08556440308e+11,6.67598766865e+11
5.16753700815e+11,1110634257.1,1425393976.4,3.49762235887e+11,136732107.63
6.47243662642e+11,1249723697.79,4.85167144529e+11,8.76052338075e+11,1.20407430759e+11
99454135.7901,1007569623.29,49551727.0356,4.65026882986e+11,6.88021685494e+11
4.90033643046e+11,7.24608848472e+11,6.30384175444e+11,6045920.35513,73410157.9379
9.65687530052e+11,1457668300.89,6.57999961218e+11,1351833860.15,4.20666949493e+11
2.59820236279e+11,4.09165954245e+11,2073952718.83,6.55277477283e+11,8.31982539078e+11
5.54424889201e+11,8.29508136145e+11,1.71092504941e+11,1556052853.8,8.57094420696e+11
285497519.24,1.72273841121e+11,3.35914079485e+11,3.39110390792e+11,9.11835688153e+11
4.72581488029e+11,6.69670458711e+11,1071306393.32,9.97700536632e+11,1.74163686743e+11
7.11983347193e+11,1527955471.14,8.41708047684e+11,1112479819.37,5.13549228745e+11
3.55786077364e+11,646601852.47,4.40149666413e+11,3.16022214585e+11,76804849.6691
6.84367420121e+11,8.03645076961e+11,85471098.1618,5.74129979487e+11,320159147.64
9.73816823357e+11,7.31241878573e+11,3.78209958509e+11,4.56058257232e+11,608159818.85
6.75971560887e+11,6.39665226757e+11,1282553345.93,1034532406.24,58999559151.0
4.90473197964e+11,5.40796774139e+11,2651636.94704,5.08890913458e+11,1497762349.38
880038366.89,4.31637482187e+11,1389293810.83,2.48100254416e+11,1.52662409157e+11
4.58493383052e+11,8.29805953427e+11,6.96671725126e+11,1108314108.07,355652747.57
8.79685885349e+11,5.33571606692e+11,4.26008460946e+11,1016893046.89,749623708.27
9.28038298405e+11,2.73412267036e+11,3.74132459295e+11,,5.41694608672e+11
1132425353.34,4.74676321112e+11,7.18135727403e+11,,1394964886.6
6.63005818592e+11,5.13333240855e+11,370275655.84,,1094253794.25
1027244213.22,7.95001828691e+11,8.71084343381e+11,,5.22550604428e+11
1404403535.98,2.95462337836e+11,624300509.98,,782481213.64
4.58826808688e+11,9.46937518288e+11,2.59163732638e+11,,1.76286984047e+11
8.36082731736e+11,7.16532363755e+11,1160618146.19,,1004495851.98
412969410.92,93669854.0401,1.74646333233e+11,,5.78505771264e+11
733396145.94,3.99843853385e+11,6.17536896762e+11,,1025735132.07
5.80425081354e+11,,6.98448947561e+11,,3.24513628612e+11
1013391615.85,,7.65450461406e+11,,5.45989760908e+11
7.03828131281e+11,,2.31487518845e+11,,80120105.8587
5.48079440734e+11,,8.86678867995e+11,,6.67760898075e+11
1235508683.44,,2.83533398006e+11,,597471823.32
,,5.86658173705e+11,,6.77411077703e+11
,,3.97326765276e+11,,1186453804.92
,,8.14998152448e+11,,5.13384505926e+11
,,5.47548440713e+11,,5.10886164946e+11
,,1263408554.79,,1165652806.53
,,1015925155.57,,7.45398571031e+11
,,614573507.1,,5.06423173404e+11
,,2.80052945492e+11,,1153925526.83
,,5.15199195359e+11,,8.32210395689e+11
,,3.33439259502e+11,,5.53402097842e+11
,,1149204924.56,,5.44390714561e+11
,,7.80538633904e+11,,225869360.26
,,6.64681099873e+11,,506901522.11
,,7.78528421589e+11,,1.54771099867e+11
,,8.91388328834e+11,,505079105.93
,,6.98430037181e+11,,1077823604.67
,,18844465.5983,,4.05788700691e+11
,,8.03922433926e+11,,2.50121613684e+11
,,7.22803740782e+11,,467846854.26
,,3.84319648496e+11,,9.58478794455e+11
,,3.37489718136e+11,,7.37493967514e+11
,,1300597403.89,,4.32210522742e+11
