Centro,Dosquebradas,Ventorrillo,Cuba,Naranjito
346850393.862,123072457.891,,,
312369455.41,145400195.007,,,
11690110.4515,161680311.758,,,
393802723.925,23281354.7534,,,
59193149.0373,374346119.706,,,
28371834.4757,20675215.1022,,,
263649562.094,189232097.242,,,
338180431.696,204282868.746,,,
41475778.2325,460202465.366,,,
9537748.03055,104428253.857,,,
7070758.99107,12587139.1461,,,
69128303.878,17251833.5052,,,
227869439.485,197346864.408,,,
79094042.1967,117250413.165,,,
37053722.4752,299574017.166,,,
270665279.965,1659043.52376,,,
175861201.893,157741252.085,,,
112268487.861,127871429.797,,,
11884345.9717,132562861.312,,,
186337906.376,0.0,,,
41967360.2028,50293692.2997,,,
120627855.743,-1275983.18291,,,
-1272018.38966,179170301.88,,,
228562797.879,132692023.137,,,
338469937.095,80774875.7655,,,
187154654.828,86720512.7849,,,
247145760.835,517117553.243,,,
357207819.318,25908925.8124,,,
243245510.773,11945575.6896,,,
114964826.169,12507385.9401,,,
21128651.3549,316625589.654,,,
170886620.396,286030635.915,,,
197006963.417,49050434.5089,,,
158952393.328,121873972.79,,,
499630368.053,47876754.7901,,,
4008476.30733,9264083.13029,,,
399169554.383,0.0,,,
95019662.2285,120210826.206,,,
207325564.942,126768871.91,,,
560914684.48,39958736.6848,,,
10074808.306,388626817.75,,,
15343320.5779,139908368.926,,,
108674429.845,93544823.6178,,,
221075425.848,391833852.422,,,
55787429.8963,21986710.0443,,,
26885887.3619,148289611.044,,,
18480909.8269,41978157.1021,,,
142794987.804,175547559.775,,,
137386716.272,20141899.2683,,,
201172386.424,233617571.47,,,
67128915.7264,105254434.5,,,
571498191.283,-2189852.08799,,,
333623829.961,4818123.49922,,,
375554448.511,26030445.4322,,,
283871300.727,174955736.446,,,
64551125.4673,30028258.0229,,,
20047999.076,89526108.2683,,,
21328515.0413,19780588.5472,,,
300310926.308,5039721.14844,,,
15488292.6747,81138750.519,,,
20143940.1617,172114326.628,,,
218435786.769,12264051.9975,,,
396058015.978,77176011.1612,,,
