Centro,Dosquebradas,Ventorrillo,Cuba,Naranjito
608271373.467,72899152.5048,,118919983.05,
742740816.233,268356046.403,,204963364.023,
28170545.5425,397635183.354,,33468962.1076,
775004865.973,199699737.229,,122847095.366,
243195010.984,237831149.564,,25583072.7643,
571366139.209,304159060.677,,330719436.786,
176051770.562,150967368.511,,28444056.8404,
671661639.196,285518886.536,,348963901.293,
264273395.205,18672016.4569,,378405059.506,
602593829.431,330252553.948,,23319908.1033,
26556118.4782,281484727.775,,38313455.5335,
231943038.54,218375888.943,,235937864.226,
101697302.315,336537524.808,,275477132.029,
383192053.824,56480988.4681,,200042546.647,
200640663.002,256933791.494,,159990680.626,
459600720.38,32617917.5992,,166985316.808,
748439280.158,533971872.775,,165856470.711,
285901362.917,98331914.4476,,45589361.1704,
146569415.225,517311584.151,,166088061.762,
1002618928.12,140264181.354,,412682994.724,
142329256.206,486709552.21,,1428244.92083,
113234910.597,299006977.728,,18394213.6813,
269814905.206,360967797.413,,223188803.385,
429374571.414,257990608.645,,43130617.5878,
478372158.357,823193191.275,,50803044.0753,
308797763.27,30367633.2054,,258753128.944,
153901377.095,-12001564.2324,,201061426.083,
76290102.365,81810093.3114,,448738403.311,
476112710.515,229022793.126,,101980747.581,
244720581.911,178095325.909,,442802926.455,
141295639.915,240443691.832,,25872118.7577,
436904288.728,204649799.116,,221667321.288,
113558730.259,488223482.468,,144126488.834,
257180066.0,297538736.762,,187567.83752,
372272047.088,33458780.9634,,165891703.871,
816400572.708,398138627.15,,71630223.1072,
551796004.004,231080625.926,,291807234.593,
75503799.2896,298442978.979,,169986196.038,
218585324.023,143857489.753,,563957311.273,
157391616.897,683430474.267,,189457463.393,
1090899484.26,386940314.617,,41829869.6981,
560444797.389,162706248.399,,74925173.8472,
184979623.813,543597249.69,,134379637.164,
200103438.319,431086585.048,,3885884.65337,
393087805.132,120024789.431,,492209775.851,
668945912.237,0.0,,439402217.869,
475027522.007,140587492.371,,175887650.98,
656007569.412,212658960.778,,742072450.133,
245721056.587,112646575.804,,3298097.72492,
251522502.768,495451509.874,,136291740.7,
218623131.989,168707412.917,,67442565.2853,
431441947.554,299750040.96,,181994997.385,
230727066.809,281377784.858,,413156220.429,
565330986.169,718579435.675,,300836302.252,
701681199.846,207136303.508,,506771442.626,
594511700.75,228231849.797,,570911723.657,
312724913.498,524247808.786,,13586933.0081,
162338618.121,259909428.314,,53932241.6204,
601458316.386,209959394.928,,77080474.8627,
145463464.374,876238853.775,,137260854.555,
520378522.374,605451414.248,,45474410.9149,
150679291.074,172516141.311,,42671968.896,
470948429.365,505835522.286,,296545219.943,
340803457.053,2166731.9782,,244991037.115,
151050834.458,356676149.214,,150657321.097,
135291288.309,366303605.514,,588389662.96,
339947969.477,331888250.419,,171572075.017,
201298695.332,190897470.99,,10559923.7054,
384864030.221,260739657.821,,253248269.026,
99240268.5435,-4993830.82673,,37523694.5727,
124091232.211,82826822.8382,,768151203.685,
81306704.9312,530012630.681,,254437777.914,
281316561.036,839170099.339,,118624629.973,
474424712.751,915733486.57,,4205702.36099,
113425242.814,300391332.71,,77304952.4685,
320062030.346,537651457.679,,-568634.633919,
473206279.421,188163740.429,,212097071.096,
302863967.065,536725434.246,,222241150.631,
195095097.383,538471785.029,,21968357.7718,
140370576.692,182878913.925,,310782090.025,
771198359.818,142608461.909,,322752935.713,
413786334.948,296187080.718,,200769933.427,
215125659.006,489301903.904,,143257225.102,
197452183.058,1615237487.77,,114765760.502,
213409138.197,-44399289.6338,,397246582.61,
254109848.024,69531914.9486,,482825920.99,
807960940.768,496450114.774,,217182503.615,
607699836.004,182657233.797,,74087710.4754,
161598452.427,111174598.164,,192393769.65,
803895724.434,193001962.441,,196278889.9,
335419354.296,358323019.148,,31155931.9331,
114171403.734,33440798.037,,433100726.293,
,266965335.837,,196107588.676,
,1441536457.48,,162291826.292,
,245541407.58,,808985440.032,
,500155925.487,,85497372.7811,
,101375697.551,,359290754.466,
,221451811.834,,89289050.3993,
,526367577.526,,399890375.086,
,664148310.645,,400210049.116,
,384835423.255,,51910746.748,
,314560869.398,,9359815.06514,
,188470938.917,,159845050.331,
,236786266.195,,215688859.271,
,684692290.153,,279848388.23,
,177970154.202,,161957363.078,
,523803980.114,,126238403.268,
,98879232.8252,,269753849.743,
,257429968.261,,269476087.87,
,260370027.523,,92700373.7863,
,544621350.87,,40356397.6815,
,511452548.244,,518882202.755,
,257877985.676,,191375776.055,
,267069728.307,,239463624.264,
,89606153.4852,,113919677.273,
,529842948.31,,341880336.577,
,228809348.364,,14960467.5756,
,154521366.09,,85278066.2272,
,398214822.282,,797688334.337,
,84483241.3445,,213500496.24,
,303238231.172,,215400831.776,
,238777995.017,,16718320.6887,
,593610426.687,,31854568.5911,
,39955599.068,,73438910.0189,
,143622728.939,,200609935.629,
,366622931.471,,221729845.657,
,765537257.539,,28955855.8952,
,585521592.319,,240252080.338,
,417606177.489,,57282327.2438,
,349241029.091,,6575758.32801,
,1008557472.44,,267316628.182,
,56161994.9366,,22161689.0569,
,583677137.075,,37078594.7454,
,204750980.196,,913925757.041,
,59520532.5979,,399301527.763,
,224626126.18,,25941604.7162,
,510283958.35,,209522666.75,
,248589698.405,,120359272.49,
,35944146.792,,286235421.323,
,81268897.8122,,227948002.321,
,656590084.653,,838538649.845,
,269388119.958,,53937954.9961,
,623594617.963,,45699006.9526,
,23553853.8681,,366913061.8,
,58164320.2284,,201595422.836,
,5595531.36025,,73893010.3036,
,33715096.1388,,88085222.9139,
,36459367.6277,,367382943.209,
,801666205.33,,222618248.89,
,63445639.7977,,134662630.034,
,245109740.248,,53302680.6677,
,290991735.844,,318164135.756,
,493604836.885,,39452963.9021,
,606240454.658,,-6548315.41606,
,450539698.848,,174428336.348,
,183517452.756,,511257090.326,
,295671879.248,,15926604.2685,
,112646784.502,,30926314.3755,
,1018599442.73,,222191654.126,
,480137554.474,,147765646.737,
,104497093.882,,458433551.814,
,382973119.0,,28665086.6384,
,160027159.639,,106644533.724,
,136127524.443,,221237110.238,
,34241185.0353,,251349615.853,
,21720237.8705,,98387316.2181,
,80230419.3607,,86241380.2511,
,150922229.057,,52551351.9843,
,299055378.772,,153581088.033,
,920152753.415,,335486220.499,
,169759052.264,,268979071.904,
,328152679.156,,255724318.499,
,61907851.6604,,196890265.766,
,207429912.079,,309333007.302,
,650942696.325,,42220197.4539,
,83382041.91,,,
,442500190.094,,,
,937918269.692,,,
,-75284997.8088,,,
,0.0,,,
,852246642.101,,,
,110697098.847,,,
,120519066.986,,,
,468575087.788,,,
,43894416.0772,,,
,263426463.744,,,
,1245930489.55,,,
,92145366.3302,,,
,364843615.202,,,
,635069076.889,,,
,324712813.724,,,
,130878730.767,,,
,208504802.311,,,
,349835459.141,,,
,180099295.246,,,
,134758249.784,,,
,68351064.8846,,,
,551801326.91,,,
,431788722.908,,,
,588088586.144,,,
,448644520.701,,,
,219808033.989,,,
,34806479.5498,,,
,128362900.847,,,
,71066077.0772,,,
,275386199.243,,,
,363454374.062,,,
,502694057.173,,,
,598258180.803,,,
,112069677.222,,,
,0.0,,,
,214507046.606,,,
,941683464.195,,,
,558444361.761,,,
,-33064319.4711,,,
,487959021.541,,,
,429648432.863,,,
,237337740.69,,,
,141062299.525,,,
,279156131.17,,,
,914112.647184,,,
,627994526.955,,,
,325721084.31,,,
,274913191.362,,,
,54225661.2949,,,
,488335598.573,,,
,38966028.0701,,,
,169980423.546,,,
,185913515.836,,,
,172216477.519,,,
,-39116513.7247,,,
,268350497.195,,,
,90947483.6933,,,
,88807728.6503,,,
,275379548.131,,,
,524748544.69,,,
,720314582.636,,,
,122644820.521,,,
,73354176.6979,,,
,504919896.504,,,
,383367107.422,,,
,36153726.4648,,,
,405047239.746,,,
,624940116.384,,,
,340815312.347,,,
,182826413.653,,,
,311388856.182,,,
,323517232.547,,,
,389296105.801,,,
,422404481.762,,,
,638151366.563,,,
,815370396.97,,,
,500474491.356,,,
,351728114.548,,,
,72731981.4541,,,
,-43521301.3785,,,
,332435067.07,,,
,139068290.323,,,
,606343252.663,,,
,465900534.417,,,
,496548833.309,,,
,822376031.751,,,
,178872313.177,,,
,323574372.984,,,
,361074250.387,,,
,691028087.15,,,
,321348800.658,,,
,186234259.209,,,
